article_id,title,url_category,uc_tags,search_eligible,mapping_method,token_estimate,source_url
ka44J000000gKyJQAU,Managing Push Notifications,Accounts_Profiles,UC-D,True,url_category,67,https://help.gumtree.com/s/basics?cat=Accounts_Profiles&article=Managing-Push-Notifications
ka4P2000000060bIAA,Where Is My Ad?,Ad_Issues,UC-A|UC-B,True,url_category,494,https://help.gumtree.com/s/technical-issues?cat=Ad_Issues&article=Where-Is-My-Ad
ka4P200000004ZtIAI,I Can't Find My Ad,Ad_Issues,UC-A|UC-B,True,url_category,363,https://help.gumtree.com/s/technical-issues?cat=Ad_Issues&article=Where-Is-My-Ad
ka44J000000gKw3QAE,I Can't Edit My Ad,Ad_Issues,UC-A|UC-B,True,url_category,302,https://help.gumtree.com/s/technical-issues?cat=Ad_Issues&article=I-Can-t-Edit-My-Ad
ka44J000000gKw8QAE,I Can’t Post My Ad,,UC-B,True,title_keyword,570,
ka44J000000gL0PQAU,How do I report something to you?,Reporting_Bad_Activity,UC-E|UC-FP,True,url_category,135,https://help.gumtree.com/s/safety?cat=Reporting_Bad_Activity&article=Reporting-an-Ad
ka44J000000gKwIQAU,How to Login & Logout,Accounts_Profiles,UC-D,True,url_category,235,https://help.gumtree.com/s/basics?cat=Accounts_Profiles&article=How-to-Login-Logout
ka44J000000gL2VQAU,How to Login,Accounts_Profiles,UC-D,True,url_category,136,https://help.gumtree.com/s/basics?cat=Accounts_Profiles&article=How-to-Login-Logout
ka44J000000gKwSQAU,Creating Effective Ads,Creating_Ads,UC-B,True,url_category,498,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=Creating-Effective-Ads
ka44J000000gL4lQAE,How do I post an ad in Community?,Creating_Ads,UC-B,True,url_category,194,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=How-to-Post-an-Ad
ka44J000000gL5AQAU,How do I post an Ad in For Sale?,Creating_Ads,UC-B,True,url_category,624,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=How-to-Post-an-Ad
ka44J000000gL5ZQAU,How do I post a job?,Creating_Ads,UC-B,True,url_category,145,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=How-to-Post-an-Ad
ka44J000000gL5UQAU,How do I post an ad in Property?,Creating_Ads,UC-B,True,url_category,194,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=How-to-Post-an-Ad
ka44J000000gL4qQAE,How do I post an ad in Motors?,Creating_Ads,UC-B,True,url_category,194,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=How-to-Post-an-Ad
ka44J000000gL5oQAE,How do I post an ad in Services?,Creating_Ads,UC-B,True,url_category,194,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=How-to-Post-an-Ad
ka44J000000gKr3QAE,How do I post an ad?,Creating_Ads,UC-B,True,url_category,628,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=How-to-Post-an-Ad
ka4P2000000065RIAQ,Reviews,Accounts_Profiles,UC-D,True,url_category,568,https://help.gumtree.com/s/basics?cat=Accounts_Profiles&article=Reviews
ka44J000000gL2fQAE,How to Register,Accounts_Profiles,UC-D,True,url_category,201,https://help.gumtree.com/s/basics?cat=Accounts_Profiles&article=How-to-Create-an-Account
ka4P200000005SjIAI,How to Create an Account,Accounts_Profiles,UC-D,True,url_category,200,https://help.gumtree.com/s/basics?cat=Accounts_Profiles&article=How-to-Create-an-Account
ka44J000000gKzgQAE,Reporting an Ad,Reporting_Bad_Activity,UC-E|UC-FP,True,url_category,135,https://help.gumtree.com/s/safety?cat=Reporting_Bad_Activity&article=Reporting-an-Ad
ka44J000000gL1rQAE,How to change your password,Account_Issues,UC-D,True,url_category,73,https://help.gumtree.com/s/technical-issues?cat=Account_Issues&article=Changing-Your-Password
ka4P200000003p8IAA,Changing Your Password,Account_Issues,UC-D,True,url_category,259,https://help.gumtree.com/s/technical-issues?cat=Account_Issues&article=Changing-Your-Password
ka44J000000TbaHQAS,Disputes with Gumtree,,UC-E|UC-FP,True,title_keyword,65,
ka4P200000004QDIAY,Using Draft Ads,Creating_Ads,UC-B,True,url_category,296,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=Using-Draft-Ads
ka44J000000gKxpQAE,Saving & Deleting Favourites,Searching_Replying,UC-C|UC-E,True,url_category,318,https://help.gumtree.com/s/basics?cat=Searching_Replying&article=Saving-Deleting-Favourites
ka44J000000gKydQAE,Searching Effectively,Searching_Replying,UC-C|UC-E,True,url_category,780,https://help.gumtree.com/s/basics?cat=Searching_Replying&article=Searching-Effectively
ka44J000000gL0yQAE,Sending & Receiving Messages on the Android App,Searching_Replying,UC-C|UC-E,True,url_category,387,https://help.gumtree.com/s/basics?cat=Searching_Replying&article=Sending-Receiving-Messages2
ka4P20000000421IAA,Sending & Receiving Messages,Searching_Replying,UC-C|UC-E,True,url_category,497,https://help.gumtree.com/s/basics?cat=Searching_Replying&article=Sending-Receiving-Messages2
ka44J000000gL1xQAE,Creating & Managing Alerts in Jobs,Creating_Ads,UC-B,True,url_category,332,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=Creating-Effective-Ads
ka44J000000gL13QAE,Creating & Managing Alerts in the Android App,Searching_Replying,UC-C|UC-E,True,url_category,451,https://help.gumtree.com/s/basics?cat=Searching_Replying&article=Creating-Managing-Alerts2#android
ka4P200000004oPIAQ,Creating & Managing Alerts,Searching_Replying,UC-C|UC-E,True,url_category,333,https://help.gumtree.com/s/basics?cat=Searching_Replying&article=Creating-Managing-Alerts2
ka4P200000003sLIAQ,Can I Turn Off Email Messages?,Message_Issues,UC-C,True,url_category,206,https://help.gumtree.com/s/technical-issues?cat=Message_Issues&article=Can-I-Turn-Off-Email-Messages
ka44J000000gKz7QAE,Safety in Messages,Safely_Buying_Selling,UC-E,True,url_category,958,https://help.gumtree.com/s/safety?cat=Safely_Buying_Selling&article=Safety-in-Messages2
ka4P200000001FRIAY,Managing Gumtree Emails,Accounts_Profiles,UC-D,True,url_category,408,https://help.gumtree.com/s/basics?cat=Accounts_Profiles&article=Managing-Gumtree-Emails
ka4P200000001H3IAI,Adding Videos,Creating_Ads,UC-B,True,url_category,239,https://help.gumtree.com/s/basics?cat=Creating_Ads&article=Adding-Videos
ka4P200000005hFIAQ,Adding Photos,Ad_Issues,UC-A|UC-B,True,url_category,555,https://help.gumtree.com/s/technical-issues?cat=Ad_Issues&article=I-Can-t-Add-Photos
ka4P200000004mnIAA,Sorting Search Results,Searching_Replying,UC-C|UC-E,True,url_category,160,https://help.gumtree.com/s/basics?cat=Searching_Replying&article=Sorting-Search-Results
ka44J000000gL2GQAU,Searching in Jobs,Searching_Replying,UC-C|UC-E,True,url_category,579,https://help.gumtree.com/s/basics?cat=Searching_Replying&article=Searching-Effectively
ka41r000000LHeyAAG,Logging In to Gumtree Jobs,,UC-B,True,title_keyword,194,
ka4P200000005MHIAY,Changing Your Account Email,Account_Issues,UC-D,True,url_category,240,https://help.gumtree.com/s/technical-issues?cat=Account_Issues&article=Changing-Your-Account-Email
ka44J000000gKzMQAU,I Can't Find My Featured Ad,Features,UC-B|UC-F,True,url_category,518,https://help.gumtree.com/s/payments-promotions?cat=Features&article=Featured-Ads
ka44J000000gKysQAE,Profiles,Accounts_Profiles,UC-D,True,url_category,410,https://help.gumtree.com/s/basics?cat=Accounts_Profiles&article=Profiles
ka44J000000gL4CQAU,Rules for Retailers,Category_Specific_Policies,UC-B|UC-FP,True,url_category,369,https://help.gumtree.com/s/policies?cat=Category_Specific_Policies&article=Retailer-Policies
ka44J000000gL0eQAE,My Ad was Deleted. Will My Fees be Refunded?,Feature_Issues,UC-F,True,url_category,233,https://help.gumtree.com/s/technical-issues?cat=Feature_Issues&article=Will-My-Payments-be-Refunded
ka44J000000gKsaQAE,Will My Payments be Refunded?,Feature_Issues,UC-F,True,url_category,233,https://help.gumtree.com/s/technical-issues?cat=Feature_Issues&article=Will-My-Payments-be-Refunded
ka4P200000001iTIAQ,Community Policies,Category_Specific_Policies,UC-B|UC-FP,True,url_category,209,https://help.gumtree.com/s/policies?cat=Category_Specific_Policies&article=Community-Policies
ka4Pz000002GFuqIAG,Business Accounts,Advertising_a_Business,UC-B,True,url_category,185,https://help.gumtree.com/s/payments-promotions?cat=Advertising_a_Business&article=Business-Accounts2
ka44J000000gKsfQAE,It Won't Accept My Payment,Other_Errors,UC-E|UC-K,True,url_category,182,https://help.gumtree.com/s/technical-issues?cat=Other_Errors&article=It-Won-t-Accept-My-Payment
ka44J000000gL1mQAE,Payment Issues,Other_Errors,UC-E|UC-K,True,url_category,182,https://help.gumtree.com/s/technical-issues?cat=Other_Errors&article=It-Won-t-Accept-My-Payment
ka44J000000gKrDQAU,Paying for promotions,Promoting_Ads,UC-F,True,url_category,180,https://help.gumtree.com/s/payments-promotions?cat=Promoting_Ads&article=Payment-Methods2
ka44J000000gL5eQAE,How do I find a job?,Searching_Replying,UC-C|UC-E,True,url_category,75,https://help.gumtree.com/s/basics?cat=Searching_Replying&article=Searching-Effectively
ka4P200000003M5IAI,Block Messages,Searching_Replying,UC-C|UC-E,True,url_category,222,https://help.gumtree.com/s/basics?cat=Searching_Replying&article=Block-Messages
ka44J000000PULfQAO,PayPal Scams,Types_of_Scams,UC-E,True,url_category,1124,https://help.gumtree.com/s/safety?cat=Types_of_Scams&article=PayPal-Scams2
ka44J000000gL55QAE,In the Motors Business?,Advertising_a_Business,UC-B,True,url_category,41,https://help.gumtree.com/s/payments-promotions?cat=Advertising_a_Business&article=Business-Development-on-Gumtree
ka44J000000gL5FQAU,Do you work in property?,Advertising_a_Business,UC-B,True,url_category,39,https://help.gumtree.com/s/payments-promotions?cat=Advertising_a_Business&article=Business-Development-on-Gumtree
ka44J000000gL5jQAE,Looking for new recruits?,Advertising_a_Business,UC-B,True,url_category,40,https://help.gumtree.com/s/payments-promotions?cat=Advertising_a_Business&article=Business-Development-on-Gumtree
ka44J000000gL63QAE,Running a service business in the UK?,Advertising_a_Business,UC-B,True,url_category,50,https://help.gumtree.com/s/payments-promotions?cat=Advertising_a_Business&article=Business-Accounts2
ka44J000000gKy4QAE,Jobs Policies,Category_Specific_Policies,UC-B|UC-FP,True,url_category,601,https://help.gumtree.com/s/policies?cat=Category_Specific_Policies&article=Jobs-Policies
ka41r000000CxlSAAS,Policies in Jobs,Category_Specific_Policies,UC-B|UC-FP,True,url_category,598,https://help.gumtree.com/s/policies?cat=Category_Specific_Policies&article=Jobs-Policies
ka4P20000000737IAA,Property Policies,Category_Specific_Policies,UC-B|UC-FP,True,url_category,1139,https://help.gumtree.com/s/policies?cat=Category_Specific_Policies&article=Property-Policies
ka44J000000gL0ZQAU,Policies in Services,Category_Specific_Policies,UC-B|UC-FP,True,url_category,478,https://help.gumtree.com/s/policies?cat=Category_Specific_Policies&article=Services-Policies
ka4P200000005VxIAI,What's Not Allowed on Gumtree?,Posting_Policies,UC-B|UC-FP,True,url_category,1481,https://help.gumtree.com/s/policies?cat=Posting_Policies&article=What-s-Not-Allowed-on-Gumtree
ka44J000000gKuqQAE,Motors Policies,Category_Specific_Policies,UC-B|UC-FP,True,url_category,235,https://help.gumtree.com/s/policies?cat=Category_Specific_Policies&article=Motors-Policies
ka4P200000002rRIAQ,Services Policies,Category_Specific_Policies,UC-B|UC-FP,True,url_category,731,https://help.gumtree.com/s/policies?article=Services-Policies&cat=Category_Specific_Policies
ka44J000000gKxzQAE,Retailer Policies,Category_Specific_Policies,UC-B|UC-FP,True,url_category,212,https://help.gumtree.com/s/policies?cat=Category_Specific_Policies&article=Retailer-Policies
ka44J000000gKrIQAU,How Long Are Ads Active?,Managing_Ads,UC-B,True,url_category,300,https://help.gumtree.com/s/basics?cat=Managing_Ads&article=How-Long-Are-Ads-Active2
